TABLE_SCHEMA|TABLE_NAME|COLUMN_NAME|DATA_TYPE|CHARACTER_MAXIMUM_LENGTH|IS_NULLABLE|COLUMN_DEFAULT|IS_PK
dbo|tblDownload|DownloadID|int|NULL|NO|NULL|PK
dbo|tblDownload|NAATINumber|int|NULL|YES|NULL|
dbo|tblDownload|DownloadDate|datetime|NULL|YES|NULL|
dbo|tblDownload|Product|nvarchar|255|YES|NULL|
dbo|tblDownload|ReferenceNumber|nvarchar|50|YES|NULL|
dbo|tblEmail|EmailId|int|NULL|NO|NULL|PK
dbo|tblEmail|EntityId|int|NULL|NO|NULL|
dbo|tblEmail|Email|varchar|200|NO|NULL|
dbo|tblEmail|Note|varchar|500|NO|NULL|
dbo|tblEmail|IncludeInPD|bit|NULL|NO|NULL|
dbo|tblEmail|IsPreferredEmail|bit|NULL|NO|((0))|
dbo|tblEmail|Invalid|bit|NULL|NO|((0))|
dbo|tblEmail|ExaminerCorrespondence|bit|NULL|NO|((0))|
dbo|tblEmailBatch|EmailBatchId|int|NULL|NO|NULL|PK
dbo|tblEmailBatch|EmailTemplateId|int|NULL|YES|NULL|
dbo|tblEmailBatch|Subject|nvarchar|255|NO|NULL|
dbo|tblEmailBatch|Content|nvarchar|-1|NO|NULL|
dbo|tblEmailBatch|Status|nvarchar|255|NO|NULL|
dbo|tblEmailBatch|Name|nvarchar|255|YES|(' ')|
dbo|tblEmailBatch|UserId|int|NULL|YES|NULL|
dbo|tblEmailBatch|CreateDate|datetime|NULL|YES|NULL|
dbo|tblEmailBatch|SentDate|datetime|NULL|YES|NULL|
dbo|tblEmailBatch|ChangeRequestId|int|NULL|YES|NULL|
dbo|tblEmailBatch|EmailBatchTypeId|int|NULL|NO|((1))|
dbo|tblEmailBatch|SenderEmail|nvarchar|200|YES|NULL|
dbo|tblEmailBatch|SenderName|nvarchar|255|YES|NULL|
dbo|tblEmailBatchRecipient|EmailBatchRecipientId|int|NULL|NO|NULL|PK
dbo|tblEmailBatchRecipient|EmailBatchId|int|NULL|NO|NULL|
dbo|tblEmailBatchRecipient|PersonId|int|NULL|YES|NULL|
dbo|tblEmailBatchRecipient|EmailId|int|NULL|NO|NULL|
dbo|tblEmailBatchRecipient|Status|nvarchar|255|NO|NULL|
dbo|tblEmailChange|EmailChangeID|int|NULL|NO|NULL|PK
dbo|tblEmailChange|UserId|uniqueidentifier|NULL|NO|NULL|
dbo|tblEmailChange|PrimaryEmailAddress|nvarchar|256|NO|NULL|
dbo|tblEmailChange|SecondaryEmailAddress|nvarchar|256|NO|NULL|
dbo|tblEmailChange|Reference|int|NULL|NO|NULL|
dbo|tblEmailChange|Expiry|datetime|NULL|NO|NULL|
dbo|tblEmailMessage|EmailMessageId|int|NULL|NO|NULL|PK
dbo|tblEmailMessage|RecipientEntityId|int|NULL|YES|NULL|
dbo|tblEmailMessage|RecipientEmail|nvarchar|500|NO|NULL|
dbo|tblEmailMessage|Bcc|nvarchar|-1|YES|NULL|
dbo|tblEmailMessage|Cc|nvarchar|-1|YES|NULL|
dbo|tblEmailMessage|Subject|nvarchar|500|YES|NULL|
dbo|tblEmailMessage|Body|nvarchar|-1|YES|NULL|
dbo|tblEmailMessage|LastSendResult|nvarchar|-1|YES|NULL|
dbo|tblEmailMessage|LastSendAttemptDate|datetime|NULL|YES|NULL|
dbo|tblEmailMessage|CreatedUserId|nvarchar|50|NO|NULL|
dbo|tblEmailMessage|CreatedDate|datetime|NULL|NO|NULL|
dbo|tblEmailMessage|FromAddress|nvarchar|500|YES|NULL|
dbo|tblEmailMessage|EmailSendStatusTypeId|int|NULL|NO|NULL|
dbo|tblEmailMessage|RecipientUserId|int|NULL|YES|NULL|
dbo|tblEmailMessage|EmailTemplateId|int|NULL|YES|NULL|
dbo|tblEmailMessageAttachment|EmailMessageAttachmentId|int|NULL|NO|NULL|PK
dbo|tblEmailMessageAttachment|EmailMessageId|int|NULL|NO|NULL|
dbo|tblEmailMessageAttachment|StoredFileId|int|NULL|NO|NULL|
dbo|tblEmailMessageAttachment|Description|nvarchar|500|YES|NULL|
dbo|tblEmailMessageAttachment|FileName|nvarchar|255|NO|NULL|
dbo|tblEmailSendStatusType|EmailSendStatusTypeId|int|NULL|NO|NULL|PK
dbo|tblEmailSendStatusType|Name|varchar|50|NO|NULL|
dbo|tblEmailSendStatusType|DisplayName|nvarchar|50|NO|NULL|
dbo|tblEmailSendStatusType|ModifiedByNaati|bit|NULL|NO|NULL|
dbo|tblEmailSendStatusType|ModifiedDate|datetime|NULL|NO|NULL|
dbo|tblEmailSendStatusType|ModifiedUser|int|NULL|NO|NULL|
dbo|tblEmailTemplate|EmailTemplateId|int|NULL|NO|NULL|PK
dbo|tblEmailTemplate|Name|nvarchar|100|NO|NULL|
dbo|tblEmailTemplate|Content|nvarchar|-1|NO|NULL|
dbo|tblEmailTemplate|Active|bit|NULL|NO|NULL|
dbo|tblEmailTemplate|Subject|nvarchar|255|YES|NULL|
dbo|tblEmailTemplate|FromAddress|nvarchar|500|YES|NULL|
dbo|tblEmailTemplate|ModifiedByNaati|bit|NULL|NO|NULL|
dbo|tblEmailTemplate|ModifiedDate|datetime|NULL|NO|NULL|
dbo|tblEmailTemplate|ModifiedUser|int|NULL|NO|NULL|
dbo|tblEmailTemplateDetailType|EmailTemplateDetailTypeId|int|NULL|NO|NULL|PK
dbo|tblEmailTemplateDetailType|Name|nvarchar|50|NO|NULL|
dbo|tblEmailTemplateDetailType|DisplayName|nvarchar|50|NO|NULL|
dbo|tblEmailTemplateDetailType|ModifiedByNaati|bit|NULL|NO|NULL|
dbo|tblEmailTemplateDetailType|ModifiedDate|datetime|NULL|NO|NULL|
dbo|tblEmailTemplateDetailType|ModifiedUser|int|NULL|NO|NULL|
dbo|tblEndorsedQualification|EndorsedQualificationId|int|NULL|NO|NULL|PK
dbo|tblEndorsedQualification|InstitutionId|int|NULL|NO|NULL|
dbo|tblEndorsedQualification|Location|nvarchar|200|NO|NULL|
dbo|tblEndorsedQualification|Qualification|nvarchar|200|NO|NULL|
dbo|tblEndorsedQualification|CredentialTypeId|int|NULL|NO|NULL|
dbo|tblEndorsedQualification|EndorsementPeriodFrom|date|NULL|NO|NULL|
dbo|tblEndorsedQualification|EndorsementPeriodTo|date|NULL|NO|NULL|
dbo|tblEndorsedQualification|Notes|nvarchar|1000|YES|NULL|
dbo|tblEndorsedQualification|Active|bit|NULL|NO|NULL|
dbo|tblEntity|EntityId|int|NULL|NO|NULL|PK
dbo|tblEntity|WebsiteURL|varchar|200|NO|NULL|
dbo|tblEntity|ABN|varchar|50|NO|NULL|
dbo|tblEntity|Note|nvarchar|-1|NO|NULL|
dbo|tblEntity|UseEmail|bit|NULL|NO|NULL|
dbo|tblEntity|WebsiteInPD|bit|NULL|NO|NULL|
dbo|tblEntity|GSTApplies|bit|NULL|NO|NULL|
dbo|tblEntity|NAATINumber|int|NULL|YES|NULL|
dbo|tblEntity|EntityTypeId|int|NULL|YES|NULL|
dbo|tblEntity|AccountNumber|varchar|255|YES|NULL|
dbo|tblEntityNote|EntityNoteId|int|NULL|NO|NULL|PK
dbo|tblEntityNote|EntityId|int|NULL|NO|NULL|
dbo|tblEntityNote|NoteId|int|NULL|NO|NULL|
dbo|tblExaminerMarking|ExaminerMarkingID|int|NULL|NO|NULL|PK
dbo|tblExaminerMarking|TestResultID|int|NULL|NO|NULL|
dbo|tblExaminerMarking|JobExaminerID|int|NULL|YES|NULL|
dbo|tblExaminerMarking|CountMarks|bit|NULL|NO|((0))|
dbo|tblExaminerMarking|Comments|nvarchar|4000|YES|NULL|
dbo|tblExaminerMarking|ReasonsForPoorPerformance|varchar|100|YES|NULL|
dbo|tblExaminerMarking|PrimaryReasonForFailure|int|NULL|YES|NULL|
dbo|tblExaminerMarking|Status|char|1|YES|NULL|
dbo|tblExaminerMarking|SubmittedDate|datetime|NULL|YES|NULL|
dbo|tblExaminerMarking_Backup_20250807_044842|ExaminerMarkingID|int|NULL|NO|NULL|
dbo|tblExaminerMarking_Backup_20250807_044842|TestResultID|int|NULL|NO|NULL|
dbo|tblExaminerMarking_Backup_20250807_044842|JobExaminerID|int|NULL|YES|NULL|
dbo|tblExaminerMarking_Backup_20250807_044842|CountMarks|bit|NULL|NO|NULL|
dbo|tblExaminerMarking_Backup_20250807_044842|Comments|nvarchar|4000|YES|NULL|
dbo|tblExaminerMarking_Backup_20250807_044842|ReasonsForPoorPerformance|varchar|100|YES|NULL|
dbo|tblExaminerMarking_Backup_20250807_044842|PrimaryReasonForFailure|int|NULL|YES|NULL|
dbo|tblExaminerMarking_Backup_20250807_044842|Status|char|1|YES|NULL|
dbo|tblExaminerMarking_Backup_20250807_044842|SubmittedDate|datetime|NULL|YES|NULL|
dbo|tblExaminerMarking_Backup_20250807_045331|ExaminerMarkingID|int|NULL|NO|NULL|
dbo|tblExaminerMarking_Backup_20250807_045331|TestResultID|int|NULL|NO|NULL|
dbo|tblExaminerMarking_Backup_20250807_045331|JobExaminerID|int|NULL|YES|NULL|
dbo|tblExaminerMarking_Backup_20250807_045331|CountMarks|bit|NULL|NO|NULL|
dbo|tblExaminerMarking_Backup_20250807_045331|Comments|nvarchar|4000|YES|NULL|
dbo|tblExaminerMarking_Backup_20250807_045331|ReasonsForPoorPerformance|varchar|100|YES|NULL|
dbo|tblExaminerMarking_Backup_20250807_045331|PrimaryReasonForFailure|int|NULL|YES|NULL|
dbo|tblExaminerMarking_Backup_20250807_045331|Status|char|1|YES|NULL|
dbo|tblExaminerMarking_Backup_20250807_045331|SubmittedDate|datetime|NULL|YES|NULL|
dbo|tblExaminerMarking_Backup_20250807_054120|ExaminerMarkingID|int|NULL|NO|NULL|
dbo|tblExaminerMarking_Backup_20250807_054120|TestResultID|int|NULL|NO|NULL|
dbo|tblExaminerMarking_Backup_20250807_054120|JobExaminerID|int|NULL|YES|NULL|
dbo|tblExaminerMarking_Backup_20250807_054120|CountMarks|bit|NULL|NO|NULL|
dbo|tblExaminerMarking_Backup_20250807_054120|Comments|nvarchar|4000|YES|NULL|
dbo|tblExaminerMarking_Backup_20250807_054120|ReasonsForPoorPerformance|varchar|100|YES|NULL|
dbo|tblExaminerMarking_Backup_20250807_054120|PrimaryReasonForFailure|int|NULL|YES|NULL|
dbo|tblExaminerMarking_Backup_20250807_054120|Status|char|1|YES|NULL|
dbo|tblExaminerMarking_Backup_20250807_054120|SubmittedDate|datetime|NULL|YES|NULL|
dbo|tblExaminerMarking_Backup_20250807_054533|ExaminerMarkingID|int|NULL|NO|NULL|
dbo|tblExaminerMarking_Backup_20250807_054533|TestResultID|int|NULL|NO|NULL|
dbo|tblExaminerMarking_Backup_20250807_054533|JobExaminerID|int|NULL|YES|NULL|
dbo|tblExaminerMarking_Backup_20250807_054533|CountMarks|bit|NULL|NO|NULL|
dbo|tblExaminerMarking_Backup_20250807_054533|Comments|nvarchar|4000|YES|NULL|
dbo|tblExaminerMarking_Backup_20250807_054533|ReasonsForPoorPerformance|varchar|100|YES|NULL|
dbo|tblExaminerMarking_Backup_20250807_054533|PrimaryReasonForFailure|int|NULL|YES|NULL|
dbo|tblExaminerMarking_Backup_20250807_054533|Status|char|1|YES|NULL|
dbo|tblExaminerMarking_Backup_20250807_054533|SubmittedDate|datetime|NULL|YES|NULL|
dbo|tblExaminerMarking_Backup_20250807_055252|ExaminerMarkingID|int|NULL|NO|NULL|
dbo|tblExaminerMarking_Backup_20250807_055252|TestResultID|int|NULL|NO|NULL|
dbo|tblExaminerMarking_Backup_20250807_055252|JobExaminerID|int|NULL|YES|NULL|
dbo|tblExaminerMarking_Backup_20250807_055252|CountMarks|bit|NULL|NO|NULL|
dbo|tblExaminerMarking_Backup_20250807_055252|Comments|nvarchar|4000|YES|NULL|
dbo|tblExaminerMarking_Backup_20250807_055252|ReasonsForPoorPerformance|varchar|100|YES|NULL|
dbo|tblExaminerMarking_Backup_20250807_055252|PrimaryReasonForFailure|int|NULL|YES|NULL|
dbo|tblExaminerMarking_Backup_20250807_055252|Status|char|1|YES|NULL|
dbo|tblExaminerMarking_Backup_20250807_055252|SubmittedDate|datetime|NULL|YES|NULL|
dbo|tblExaminerMarking_Backup_20250807_055314|ExaminerMarkingID|int|NULL|NO|NULL|
dbo|tblExaminerMarking_Backup_20250807_055314|TestResultID|int|NULL|NO|NULL|
dbo|tblExaminerMarking_Backup_20250807_055314|JobExaminerID|int|NULL|YES|NULL|
dbo|tblExaminerMarking_Backup_20250807_055314|CountMarks|bit|NULL|NO|NULL|
dbo|tblExaminerMarking_Backup_20250807_055314|Comments|nvarchar|4000|YES|NULL|
dbo|tblExaminerMarking_Backup_20250807_055314|ReasonsForPoorPerformance|varchar|100|YES|NULL|
dbo|tblExaminerMarking_Backup_20250807_055314|PrimaryReasonForFailure|int|NULL|YES|NULL|
dbo|tblExaminerMarking_Backup_20250807_055314|Status|char|1|YES|NULL|
dbo|tblExaminerMarking_Backup_20250807_055314|SubmittedDate|datetime|NULL|YES|NULL|
dbo|tblExaminerMarking_Backup_20250807_060300|ExaminerMarkingID|int|NULL|NO|NULL|
dbo|tblExaminerMarking_Backup_20250807_060300|TestResultID|int|NULL|NO|NULL|
dbo|tblExaminerMarking_Backup_20250807_060300|JobExaminerID|int|NULL|YES|NULL|
dbo|tblExaminerMarking_Backup_20250807_060300|CountMarks|bit|NULL|NO|NULL|
dbo|tblExaminerMarking_Backup_20250807_060300|Comments|nvarchar|4000|YES|NULL|
dbo|tblExaminerMarking_Backup_20250807_060300|ReasonsForPoorPerformance|varchar|100|YES|NULL|
dbo|tblExaminerMarking_Backup_20250807_060300|PrimaryReasonForFailure|int|NULL|YES|NULL|
dbo|tblExaminerMarking_Backup_20250807_060300|Status|char|1|YES|NULL|
dbo|tblExaminerMarking_Backup_20250807_060300|SubmittedDate|datetime|NULL|YES|NULL|
dbo|tblExaminerMarking_Backup_20250807_060312|ExaminerMarkingID|int|NULL|NO|NULL|
dbo|tblExaminerMarking_Backup_20250807_060312|TestResultID|int|NULL|NO|NULL|
dbo|tblExaminerMarking_Backup_20250807_060312|JobExaminerID|int|NULL|YES|NULL|
dbo|tblExaminerMarking_Backup_20250807_060312|CountMarks|bit|NULL|NO|NULL|
dbo|tblExaminerMarking_Backup_20250807_060312|Comments|nvarchar|4000|YES|NULL|
dbo|tblExaminerMarking_Backup_20250807_060312|ReasonsForPoorPerformance|varchar|100|YES|NULL|
dbo|tblExaminerMarking_Backup_20250807_060312|PrimaryReasonForFailure|int|NULL|YES|NULL|
dbo|tblExaminerMarking_Backup_20250807_060312|Status|char|1|YES|NULL|
dbo|tblExaminerMarking_Backup_20250807_060312|SubmittedDate|datetime|NULL|YES|NULL|
dbo|tblExaminerStatusType|ExaminerStatusTypeId|int|NULL|NO|NULL|PK
dbo|tblExaminerStatusType|Name|varchar|50|NO|NULL|
dbo|tblExaminerStatusType|DisplayName|nvarchar|50|NO|NULL|
dbo|tblExaminerStatusType|ModifiedByNaati|bit|NULL|NO|NULL|
dbo|tblExaminerStatusType|ModifiedDate|datetime|NULL|NO|NULL|
dbo|tblExaminerStatusType|ModifiedUser|int|NULL|NO|NULL|
dbo|tblExaminerTestComponentResult|ExaminerTestComponentResultID|int|NULL|NO|NULL|PK
dbo|tblExaminerTestComponentResult|ExaminerMarkingID|int|NULL|NO|NULL|
dbo|tblExaminerTestComponentResult|Mark|float|NULL|NO|NULL|
dbo|tblExaminerTestComponentResult|TypeID|int|NULL|YES|NULL|
dbo|tblExaminerTestComponentResult|TotalMarks|int|NULL|YES|NULL|
dbo|tblExaminerTestComponentResult|PassMark|float|NULL|YES|NULL|
dbo|tblExaminerTestComponentResult|ComponentNumber|int|NULL|YES|NULL|
dbo|tblExaminerTestComponentResult|GroupNumber|int|NULL|YES|NULL|
dbo|tblExaminerUnavailable|ExaminerUnavailableId|int|NULL|NO|NULL|PK
dbo|tblExaminerUnavailable|PersonId|int|NULL|NO|NULL|
dbo|tblExaminerUnavailable|StartDate|datetime|NULL|NO|NULL|
dbo|tblExaminerUnavailable|EndDate|datetime|NULL|NO|NULL|
dbo|tblExperience|ExperienceId|int|NULL|NO|NULL|PK
dbo|tblExperience|EntityId|int|NULL|NO|NULL|
dbo|tblExperience|ExperienceOptionIds|nvarchar|100|NO|NULL|
dbo|tblExperience|OtherExperienceText|nvarchar|100|YES|NULL|
dbo|tblExperience|IncludeInPD|bit|NULL|NO|NULL|
dbo|tblExperience|Invalid|bit|NULL|NO|NULL|
dbo|tblExperience|ExperienceDisplayText|nvarchar|250|YES|((0))|
dbo|tblExperienceOption|ExperienceOptionId|int|NULL|NO|NULL|PK
dbo|tblExperienceOption|DisplayName|nvarchar|100|NO|NULL|
dbo|tblExperienceOption|ModifiedByNaati|bit|NULL|NO|NULL|
dbo|tblExperienceOption|ModifiedDate|datetime|NULL|NO|NULL|
dbo|tblExperienceOption|ModifiedUser|int|NULL|NO|NULL|
dbo|tblExternalAccountingOperation|ExternalAccountingOperationId|int|NULL|NO|NULL|PK
dbo|tblExternalAccountingOperation|InputType|varchar|-1|NO|NULL|
dbo|tblExternalAccountingOperation|RequestedByUserId|int|NULL|NO|NULL|
dbo|tblExternalAccountingOperation|PrerequisiteOperationId|int|NULL|YES|NULL|
dbo|tblExternalAccountingOperation|StatusId|int|NULL|NO|NULL|
dbo|tblExternalAccountingOperation|TypeId|int|NULL|NO|NULL|
dbo|tblExternalAccountingOperation|RequestedDateTime|datetime|NULL|NO|NULL|
dbo|tblExternalAccountingOperation|ProcessedDateTime|datetime|NULL|YES|NULL|
dbo|tblExternalAccountingOperation|Reference|nvarchar|-1|YES|NULL|
dbo|tblExternalAccountingOperation|Input|nvarchar|-1|NO|NULL|
dbo|tblExternalAccountingOperation|Output|nvarchar|-1|YES|NULL|
dbo|tblExternalAccountingOperation|CompletionType|varchar|-1|YES|NULL|
dbo|tblExternalAccountingOperation|CompletionInput|nvarchar|-1|YES|NULL|
dbo|tblExternalAccountingOperation|Message|nvarchar|-1|YES|NULL|
dbo|tblExternalAccountingOperation|Exception|nvarchar|-1|YES|NULL|
dbo|tblExternalAccountingOperation|Description|nvarchar|-1|YES|NULL|
dbo|tblExternalAccountingOperation|BatchProcess|bit|NULL|NO|((0))|
dbo|tblFeeType|FeeTypeId|int|NULL|NO|NULL|PK
dbo|tblFeeType|Name|varchar|50|NO|NULL|
dbo|tblFeeType|DisplayName|nvarchar|50|NO|NULL|
dbo|tblFeeType|ModifiedByNaati|bit|NULL|NO|NULL|
dbo|tblFeeType|ModifiedDate|datetime|NULL|NO|NULL|
dbo|tblFeeType|ModifiedUser|int|NULL|NO|NULL|
dbo|tblFile|FileID|int|NULL|NO|NULL|PK
dbo|tblFile|FileName|nvarchar|256|NO|NULL|
dbo|tblFile|FileBytes|varbinary|-1|NO|NULL|
dbo|tblGLCode|GLCodeId|int|NULL|NO|NULL|PK
dbo|tblGLCode|Code|nvarchar|12|NO|NULL|
dbo|tblGLCode|AccountName|varchar|50|NO|NULL|
dbo|tblGLCode|Description|varchar|500|NO|NULL|
dbo|tblGLCode|ModifiedByNaati|bit|NULL|NO|NULL|
dbo|tblGLCode|ModifiedDate|datetime|NULL|NO|NULL|
dbo|tblGLCode|ModifiedUser|int|NULL|NO|NULL|
dbo|tblGLCode|ExternalReferenceAccountId|uniqueidentifier|NULL|YES|NULL|
dbo|tblInstitution|InstitutionId|int|NULL|NO|NULL|PK
dbo|tblInstitution|EntityId|int|NULL|NO|NULL|
dbo|tblInstitution|IsManageCoursesAndQualification|bit|NULL|NO|((1))|
dbo|tblInstitution|IsGoThroughApprovalProcess|bit|NULL|NO|((1))|
dbo|tblInstitution|IsUniversity|bit|NULL|NO|((0))|
dbo|tblInstitution|IsVetRto|bit|NULL|NO|((0))|
dbo|tblInstitution|RtoNumber|nvarchar|50|NO|('')|
dbo|tblInstitution|IsOfferCourseToStudentVisa|bit|NULL|NO|((0))|
dbo|tblInstitution|CricosProviderCode|nvarchar|50|NO|('')|
dbo|tblInstitution|TrustedPayer|bit|NULL|NO|((0))|
dbo|tblInstitutionName|InstitutionNameId|int|NULL|NO|NULL|PK
dbo|tblInstitutionName|InstitutionId|int|NULL|NO|NULL|
dbo|tblInstitutionName|Name|varchar|100|NO|NULL|
dbo|tblInstitutionName|Abbreviation|varchar|10|NO|NULL|
dbo|tblInstitutionName|EffectiveDate|datetime|NULL|NO|NULL|
dbo|tblInstitutionName|TradingName|nvarchar|500|NO|('')|
dbo|tblJob|JobId|int|NULL|NO|NULL|PK
dbo|tblJob|LanguageId|int|NULL|YES|NULL|
dbo|tblJob|SentDate|datetime|NULL|YES|NULL|
dbo|tblJob|SentUserID|int|NULL|YES|NULL|
dbo|tblJob|DueDate|datetime|NULL|YES|NULL|
dbo|tblJob|ReceivedDate|datetime|NULL|YES|NULL|
dbo|tblJob|ReceivedUserId|int|NULL|YES|NULL|
dbo|tblJob|SentToPayrollDate|datetime|NULL|YES|NULL|
dbo|tblJob|SentToPayrollUserId|int|NULL|YES|NULL|
dbo|tblJob|InitialJobId|int|NULL|YES|NULL|
dbo|tblJob|Note|varchar|1000|YES|NULL|
dbo|tblJob|Name|varchar|100|NO|NULL|
dbo|tblJob|SentToPanelMembershipId|int|NULL|YES|NULL|
dbo|tblJob|SettingMaterialId|int|NULL|YES|NULL|
dbo|tblJob|WorkshopId|int|NULL|YES|NULL|
dbo|tblJob|NumberOfPapers|int|NULL|YES|NULL|
dbo|tblJob|NumberOfItems|char|10|YES|NULL|
dbo|tblJob|JobCost|money|NULL|YES|NULL|
dbo|tblJob|JobLost|bit|NULL|YES|NULL|
dbo|tblJob|JobType|varchar|50|YES|NULL|
dbo|tblJob|JobCategory|int|NULL|NO|((0))|
dbo|tblJob|ReviewFromJobId|int|NULL|YES|(NULL)|
dbo|tblJob_Backup_20250807_044842|JobId|int|NULL|NO|NULL|
dbo|tblJob_Backup_20250807_044842|LanguageId|int|NULL|YES|NULL|
dbo|tblJob_Backup_20250807_044842|SentDate|datetime|NULL|YES|NULL|
dbo|tblJob_Backup_20250807_044842|SentUserID|int|NULL|YES|NULL|
dbo|tblJob_Backup_20250807_044842|DueDate|datetime|NULL|YES|NULL|
dbo|tblJob_Backup_20250807_044842|ReceivedDate|datetime|NULL|YES|NULL|
dbo|tblJob_Backup_20250807_044842|ReceivedUserId|int|NULL|YES|NULL|
dbo|tblJob_Backup_20250807_044842|SentToPayrollDate|datetime|NULL|YES|NULL|
dbo|tblJob_Backup_20250807_044842|SentToPayrollUserId|int|NULL|YES|NULL|
dbo|tblJob_Backup_20250807_044842|InitialJobId|int|NULL|YES|NULL|
dbo|tblJob_Backup_20250807_044842|Note|varchar|1000|YES|NULL|
dbo|tblJob_Backup_20250807_044842|Name|varchar|100|NO|NULL|
dbo|tblJob_Backup_20250807_044842|SentToPanelMembershipId|int|NULL|YES|NULL|
dbo|tblJob_Backup_20250807_044842|SettingMaterialId|int|NULL|YES|NULL|
dbo|tblJob_Backup_20250807_044842|WorkshopId|int|NULL|YES|NULL|
dbo|tblJob_Backup_20250807_044842|NumberOfPapers|int|NULL|YES|NULL|
dbo|tblJob_Backup_20250807_044842|NumberOfItems|char|10|YES|NULL|
dbo|tblJob_Backup_20250807_044842|JobCost|money|NULL|YES|NULL|
dbo|tblJob_Backup_20250807_044842|JobLost|bit|NULL|YES|NULL|
dbo|tblJob_Backup_20250807_044842|JobType|varchar|50|YES|NULL|
dbo|tblJob_Backup_20250807_044842|JobCategory|int|NULL|NO|NULL|
dbo|tblJob_Backup_20250807_044842|ReviewFromJobId|int|NULL|YES|NULL|
dbo|tblJob_Backup_20250807_045331|JobId|int|NULL|NO|NULL|
dbo|tblJob_Backup_20250807_045331|LanguageId|int|NULL|YES|NULL|
dbo|tblJob_Backup_20250807_045331|SentDate|datetime|NULL|YES|NULL|
dbo|tblJob_Backup_20250807_045331|SentUserID|int|NULL|YES|NULL|
dbo|tblJob_Backup_20250807_045331|DueDate|datetime|NULL|YES|NULL|
dbo|tblJob_Backup_20250807_045331|ReceivedDate|datetime|NULL|YES|NULL|
dbo|tblJob_Backup_20250807_045331|ReceivedUserId|int|NULL|YES|NULL|
dbo|tblJob_Backup_20250807_045331|SentToPayrollDate|datetime|NULL|YES|NULL|
dbo|tblJob_Backup_20250807_045331|SentToPayrollUserId|int|NULL|YES|NULL|
dbo|tblJob_Backup_20250807_045331|InitialJobId|int|NULL|YES|NULL|
dbo|tblJob_Backup_20250807_045331|Note|varchar|1000|YES|NULL|
dbo|tblJob_Backup_20250807_045331|Name|varchar|100|NO|NULL|
dbo|tblJob_Backup_20250807_045331|SentToPanelMembershipId|int|NULL|YES|NULL|
dbo|tblJob_Backup_20250807_045331|SettingMaterialId|int|NULL|YES|NULL|
dbo|tblJob_Backup_20250807_045331|WorkshopId|int|NULL|YES|NULL|
dbo|tblJob_Backup_20250807_045331|NumberOfPapers|int|NULL|YES|NULL|
dbo|tblJob_Backup_20250807_045331|NumberOfItems|char|10|YES|NULL|
dbo|tblJob_Backup_20250807_045331|JobCost|money|NULL|YES|NULL|
dbo|tblJob_Backup_20250807_045331|JobLost|bit|NULL|YES|NULL|
dbo|tblJob_Backup_20250807_045331|JobType|varchar|50|YES|NULL|
dbo|tblJob_Backup_20250807_045331|JobCategory|int|NULL|NO|NULL|
dbo|tblJob_Backup_20250807_045331|ReviewFromJobId|int|NULL|YES|NULL|
dbo|tblJob_Backup_20250807_054120|JobId|int|NULL|NO|NULL|
dbo|tblJob_Backup_20250807_054120|LanguageId|int|NULL|YES|NULL|
dbo|tblJob_Backup_20250807_054120|SentDate|datetime|NULL|YES|NULL|
dbo|tblJob_Backup_20250807_054120|SentUserID|int|NULL|YES|NULL|
dbo|tblJob_Backup_20250807_054120|DueDate|datetime|NULL|YES|NULL|
dbo|tblJob_Backup_20250807_054120|ReceivedDate|datetime|NULL|YES|NULL|
dbo|tblJob_Backup_20250807_054120|ReceivedUserId|int|NULL|YES|NULL|
dbo|tblJob_Backup_20250807_054120|SentToPayrollDate|datetime|NULL|YES|NULL|
dbo|tblJob_Backup_20250807_054120|SentToPayrollUserId|int|NULL|YES|NULL|
dbo|tblJob_Backup_20250807_054120|InitialJobId|int|NULL|YES|NULL|
dbo|tblJob_Backup_20250807_054120|Note|varchar|1000|YES|NULL|
dbo|tblJob_Backup_20250807_054120|Name|varchar|100|NO|NULL|
dbo|tblJob_Backup_20250807_054120|SentToPanelMembershipId|int|NULL|YES|NULL|
dbo|tblJob_Backup_20250807_054120|SettingMaterialId|int|NULL|YES|NULL|
dbo|tblJob_Backup_20250807_054120|WorkshopId|int|NULL|YES|NULL|
dbo|tblJob_Backup_20250807_054120|NumberOfPapers|int|NULL|YES|NULL|
dbo|tblJob_Backup_20250807_054120|NumberOfItems|char|10|YES|NULL|
dbo|tblJob_Backup_20250807_054120|JobCost|money|NULL|YES|NULL|
dbo|tblJob_Backup_20250807_054120|JobLost|bit|NULL|YES|NULL|
dbo|tblJob_Backup_20250807_054120|JobType|varchar|50|YES|NULL|
dbo|tblJob_Backup_20250807_054120|JobCategory|int|NULL|NO|NULL|
dbo|tblJob_Backup_20250807_054120|ReviewFromJobId|int|NULL|YES|NULL|
dbo|tblJob_Backup_20250807_054533|JobId|int|NULL|NO|NULL|
dbo|tblJob_Backup_20250807_054533|LanguageId|int|NULL|YES|NULL|
dbo|tblJob_Backup_20250807_054533|SentDate|datetime|NULL|YES|NULL|
dbo|tblJob_Backup_20250807_054533|SentUserID|int|NULL|YES|NULL|
dbo|tblJob_Backup_20250807_054533|DueDate|datetime|NULL|YES|NULL|
dbo|tblJob_Backup_20250807_054533|ReceivedDate|datetime|NULL|YES|NULL|
dbo|tblJob_Backup_20250807_054533|ReceivedUserId|int|NULL|YES|NULL|
